subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita BMB,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
Divorced Individuals,2065,P5,-34.36,0,0,0,0,0,0,4517.92,0,0,3402.77,-373.38,0,0,0,0,10106.049999999999,0,6702.63,0,0,0,0,0,0,0,0,0,Marital Status
Divorced Individuals,2065,P50,10039.4,0,0,0,0,1746,0,4517.8999999999996,1697.3,0,40025.199999999997,27974.6,0,0,19590.599999999999,0,48028.5,0,35192.1,0,0,178.3,0,19590.599999999999,0,0,0,0,Marital Status
Divorced Individuals,2065,P75,30015,0,13876,6022,176,7444,0,4518,1697,6,79394,53286,812,0,28689,13876,96196,0,69252,0,386,8437,0,28689,0,0,0,301,Marital Status
Divorced Individuals,2065,P90,73799,1582,62587,18128,898,19390,0,6325,2330,643,149972,92189,4149,95473,36464,62587,186769,4794,125522,5959,3275,25381,0,36464,1624,0,0,2445,Marital Status
Divorced Individuals,2065,P95,138512,9470,100778,31359,1455,35858,12888,9036,3328,1399,221767,127794,6723,121553,40304,100778,272101,7623,174175,21442,9041,39824,824,40304,3304,0,0,4598,Marital Status
Divorced Individuals,2065,P99,486042,48768,210212,82744,3048,100482,31590,14457,5325,5030,595062,215865,14084,165636,47599,210212,657355,10150,323646,92645,31937,90122,48132,47599,4981,0,2126,14341,Marital Status
Females,2015,P10,46.09,0,0,0,0,0,0,1500.08,0,0,8593.4699999999993,6893.58,0,0,0,0,10488.39,0,8906.5499999999993,0,0,0,0,0,0,0,0,0,Sex
Females,2015,P25,890.6,0,0,0,0,522.5,0,1500.1,513.6,0,17473.900000000001,12742.7,0,0,5141,0,19568.5,0,14769.6,0,0,0,0,6782.7,0,0,0,0,Sex
Females,2015,P5,-40.31,0,0,0,0,0,0,0,0,0,5416.21,3763.36,0,0,0,0,7337.73,0,5777,0,0,0,0,0,0,0,0,0,Sex
Females,2015,P50,4665.3999999999996,0,0,0,0,2447.6,0,1500.1,513.6,0,31961.3,22442.799999999999,0,0,11224.8,0,35102.699999999997,0,25035.5,0,0,0,0,13148.4,0,0,0,0,Sex
Females,2015,P75,16470,6886,12157,2737,137,5513,0,1500,514,0,56728,38131,584,0,16690,245,63939,0,44212,22,257,1126,0,18055,15421,0,0,355,Sex
Females,2015,P90,44263,18630,36436,8239,475,10158,0,1500,514,0,94881,59264,2032,18699,21332,31907,109690,0,72906,2751,1909,5901,0,21854,23409,27170,0,1821,Sex
Females,2015,P95,79119,28232,56059,13650,743,14217,5234,1500,514,0,133199,75806,3179,66422,23860,52377,152036,0,96596,8665,4370,10482,2247,24344,26167,53858,0,3293,Sex
Females,2015,P99,232641,57838,110616,36452,1555,25544,13036,3000,1007,676,282361,121526,5351,90510,27796,107928,315800,0,169984,35074,15153,27421,23067,29339,30381,137938,8666,8480,Sex
Females,2025,P10,125.82,0,0,0,0,0,0,1862.3,0,0,9552.16,7892.07,0,0,0,0,12098.82,0,10453.93,0,0,0,0,0,0,0,0,0,Sex
Females,2025,P25,1216.8,0,0,0,0,592.5,0,1862.3,699.6,0,18592,13858.3,0,0,6692.6,0,21342.5,0,16456.2,0,0,0,0,8767.9,0,0,0,0,Sex
Females,2025,P5,-33.549999999999997,0,0,0,0,0,0,0,0,0,6210.45,4481.26,0,0,0,0,8768.39,0,7140.44,0,0,0,0,0,0,0,0,0,Sex
Females,2025,P50,5844.1,0,0,0,0,2502.8000000000002,0,1862.3,699.6,0,34773.300000000003,24908.6,0,0,12758.7,0,38967.800000000003,0,28444.5,0,0,0,0,14547.9,0,0,0,0,Sex
Females,2025,P75,18924,4705,15939,3758,202,6103,0,1862,700,0,62065,42553,925,0,19389,6281,71755,0,50598,24,293,3074,0,20399,16282,0,0,430,Sex
Females,2025,P90,51958,15851,42310,10172,584,11991,0,1862,700,0,105260,66576,2679,28951,24651,39911,124384,0,83268,3352,2102,10579,0,24775,25049,30134,0,1951,Sex
Females,2025,P95,89943,26750,64613,16619,902,17159,5703,2607,700,0,151221,86682,4138,78020,27283,64523,175559,1451,111709,10486,4910,17601,2305,27354,28437,57149,0,3540,Sex
Females,2025,P99,279580,55756,128104,45180,1831,33831,14782,4842,1783,1592,328428,142334,7407,106314,31920,137633,377709,4810,196013,38495,17383,42388,27486,32763,33466,131277,7440,9784,Sex
Females,2035,P10,209.19,0,0,0,0,0,0,2346.06,0,0,9775.34,7913.37,0,0,0,0,12948.29,0,11042.57,0,0,0,0,0,0,0,0,0,Sex
Females,2035,P25,1553.8,0,0,0,0,623,0,2346.1,881.4,0,18124.7,13429.8,0,0,7560.7,0,21528.3,0,16618.099999999999,0,0,0,0,10133.799999999999,0,0,0,0,Sex
Females,2035,P5,-22.01,0,0,0,0,0,0,0,0,0,5613.03,3889.56,0,0,0,0,8878.9500000000007,0,7137.21,0,0,0,0,0,0,0,0,0,Sex
Females,2035,P50,6635.3,0,0,0,0,2575.9,0,2346.1,881.4,0,34445.199999999997,24610.7,0,0,13880,0,39504.800000000003,0,28750.9,0,0,160.1,0,15399.9,0,0,0,0,Sex
Females,2035,P75,21543,2378,13591,3991,167,6493,0,2346,881,0,63384,43755,771,0,21247,0,73658,0,53413,17,343,5093,0,21517,15371,0,0,372,Sex
Females,2035,P90,56563,10841,42653,10981,590,13387,0,2346,881,0,109890,68901,2725,32594,26563,40715,130258,607,87093,4036,2471,15450,0,26486,24366,26375,0,1892,Sex
Females,2035,P95,98919,21406,67863,18277,948,19791,5947,3284,1210,233,157905,90050,4380,87838,29459,68012,187418,2645,118125,11615,5624,24369,2954,29422,27991,53784,0,3573,Sex
Females,2035,P99,295610,54231,133260,50726,1917,42174,15610,6100,2247,2015,341152,151651,8247,119693,34774,138407,393467,6001,213236,42897,20404,53496,30505,36092,33190,134894,5717,10180,Sex
Females,2045,P10,265.52,0,0,0,0,0,0,2977.43,0,0,9707.51,7607.37,0,0,0,0,13716.13,0,11597.31,0,0,0,0,0,0,0,0,0,Sex
Females,2045,P25,1890,0,0,0,0,503.7,0,2977.4,1118.5999999999999,0,17680.2,13075.9,0,0,7928.7,0,21881.599999999999,0,17027.400000000001,0,0,0,0,10906.1,0,0,0,0,Sex
Females,2045,P5,-16.170000000000002,0,0,0,0,0,0,0,0,0,4409.59,2490.7199999999998,0,0,0,0,8679.52,0,6553.41,0,0,0,0,0,0,0,0,0,Sex
Females,2045,P50,7285.8,0,0,0,0,2644.9,0,2977.4,1118.5999999999999,0,34675.199999999997,24679.8,0,0,14924,0,40565.599999999999,0,29838,0,0,582.70000000000005,0,15941.6,0,0,0,0,Sex
Females,2045,P75,23591,744,12052,4160,145,6721,0,2977,1119,0,64859,44760,668,0,22457,0,76324,0,55030,5,375,6705,0,22467,14482,0,0,339,Sex
Females,2045,P90,61097,5971,45869,12219,647,14640,0,2977,1119,115,115047,72150,2989,36427,28626,43500,136833,1379,93330,4049,2774,19436,0,28429,24057,22613,0,1941,Sex
Females,2045,P95,104582,14267,72969,21277,1036,22155,5685,4168,1535,604,166162,95880,4787,98167,32291,73824,198359,3571,128373,12133,6326,31815,3162,32336,28122,58157,0,3781,Sex
Females,2045,P99,317600,48371,148657,58239,2120,52320,17286,9528,2851,2989,376204,166109,9147,133768,39916,152706,447081,7187,242669,50392,22572,72515,32132,41766,34129,160352,4397,11117,Sex
Females,2055,P10,338.75,0,0,0,0,0,0,3717.23,0,0,9976.2000000000007,7593.12,0,0,0,0,15013.17,0,12684.76,0,0,0,0,0,0,0,0,0,Sex
Females,2055,P25,2338.8000000000002,0,0,0,0,351.2,0,3717.2,1396.5,0,18615.900000000001,13537.3,0,0,8018.6,0,23872.7,0,18507,0,0,0,0,11622.5,0,0,0,0,Sex
Females,2055,P5,0.18,0,0,0,0,0,0,0,0,0,3704.74,1220.56,0,0,0,0,8835.65,0,6333.55,0,0,0,0,0,0,0,0,0,Sex
Females,2055,P50,8426.2000000000007,0,0,0,0,2820.1,0,3717.2,1396.5,0,36953.5,26315.200000000001,0,0,16185.6,0,44083,0,32729.599999999999,0,0,895.5,0,16961.599999999999,0,0,0,0,Sex
Females,2055,P75,25562,0,16269,4949,209,7326,0,3717,1397,0,69977,49125,966,0,24459,244,84356,0,61938,0,381,8015,0,24321,15183,0,0,376,Sex
Females,2055,P90,63703,3529,54444,14895,765,15906,0,3717,1397,420,121888,79803,3534,40563,31972,51700,149155,1749,105957,4547,2930,22010,0,31694,25376,30536,0,2164,Sex
Females,2055,P95,109602,11081,84003,25446,1200,24202,7350,7434,1917,1017,172848,105858,5543,109313,36609,85037,211658,4282,144468,14327,7130,35920,3335,36533,30132,67343,0,4117,Sex
Females,2055,P99,322841,47695,172306,67039,2454,60048,19729,11895,4381,3447,401021,183566,10584,148956,45795,176133,475364,8261,273702,54883,26527,80137,39680,46966,37823,174366,243,11939,Sex
Females,2065,P10,416.21,0,0,0,0,0,0,4517.92,0,0,10466.92,7980.39,0,0,0,0,16719.36,0,14189.36,0,0,0,0,0,0,0,0,0,Sex
Females,2065,P25,2618.1,0,0,0,0,0,0,4517.8999999999996,1697.3,0,20031,14848,0,0,9211.4,0,26580.2,0,20994.2,0,0,0,0,12919.5,0,0,0,0,Sex
Females,2065,P5,2.36,0,0,0,0,0,0,0,0,0,3766.56,1018.72,0,0,0,0,10514.82,0,7566.27,0,0,0,0,0,0,0,0,0,Sex
Females,2065,P50,9437.1,0,0,23.5,0,3086.4,0,4517.8999999999996,1697.3,0,40107.5,29611.4,0,0,18042.099999999999,0,49023.1,0,37503.800000000003,0,0,1641.2,0,18884,0,0,0,0,Sex
Females,2065,P75,27764,0,17676,6469,227,8166,0,4518,1697,91,74902,54422,1048,0,27438,252,92376,0,70014,5,453,11087,0,27226,16739,0,0,446,Sex
Females,2065,P90,66564,3093,60213,18385,846,18228,0,6325,1697,669,128811,88939,3910,45105,36174,58719,161322,1960,121029,5080,3384,27920,0,35689,28025,31588,0,2417,Sex
Females,2065,P95,113340,11771,94239,31673,1345,27895,8097,9036,3328,1381,183933,117871,6214,121553,41031,97781,233545,4715,166466,15932,7984,43781,4011,41199,33405,72888,0,4577,Sex
Females,2065,P99,313174,48378,198422,79713,2859,68716,21914,14457,5325,4067,390127,206476,12239,165636,50956,207565,487285,9263,307803,63273,29498,98467,44314,52892,42136,194113,0,14196,Sex
High School Dropouts,2015,P10,-47.06,0,0,0,0,0,0,1500.08,0,0,4383.09,3470.38,0,0,0,0,6222.68,0,5373.5,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2015,P25,49.1,0,0,0,0,0,0,1500.1,513.6,0,8387.6,7036.5,0,0,4023.6,0,10280.299999999999,0,8906.9,0,0,0,0,4174.8,0,0,0,0,Education
High School Dropouts,2015,P5,-61.75,0,0,0,0,0,0,0,0,0,-317.25,-1500.08,0,0,0,0,1687.44,0,52,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2015,P50,761.1,0,0,0,0,854.2,0,1500.1,513.6,0,15566.6,12182.4,0,0,9986.1,0,17468.5,0,14097.6,0,0,0,0,9756.9,0,0,0,0,Education
High School Dropouts,2015,P75,3930,1343,0,0,0,2508,0,1500,514,0,26347,20020,0,0,14893,0,28981,0,22339,0,19,0,0,14242,6814,0,0,0,Education
High School Dropouts,2015,P90,12267,7076,12526,1336,165,5174,0,1500,514,0,41917,31064,704,24647,19097,4835,47119,0,35211,142,432,1281,0,17987,13567,10799,1483,242,Education
High School Dropouts,2015,P95,24957,12366,22724,3292,313,7694,4562,1500,514,0,56239,39540,1336,66422,21376,16215,62152,0,46358,1145,1268,3334,0,20128,17094,28618,5777,718,Education
High School Dropouts,2015,P99,76173,24838,47182,9176,671,14539,12255,1500,514,0,102037,59631,2869,90510,24900,45824,117790,0,73639,9319,5034,11891,9944,24900,24428,73370,9218,2586,Education
High School Dropouts,2025,P10,-56.29,0,0,0,0,0,0,1862.3,0,0,2769.14,1132.96,0,0,0,0,5195.13,0,3689.15,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2025,P25,52.2,0,0,0,0,0,0,1862.3,699.6,0,8118.8,6916.9,0,0,424.6,0,10533.9,0,9239.7000000000007,0,0,0,0,2061.1999999999998,0,0,0,0,Education
High School Dropouts,2025,P5,-77.47,0,0,0,0,0,0,0,0,0,-1911.9,-2529.79,0,0,0,0,362.11,0,0,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2025,P50,739.6,0,0,0,0,639.4,0,1862.3,699.6,0,14242.3,11447.4,0,0,9720.7999999999993,0,16777.400000000001,0,13868.3,0,0,0,0,10037.4,0,0,0,0,Education
High School Dropouts,2025,P75,3289,0,3555,0,6,2198,0,1862,700,0,24421,19598,28,13775,14006,0,27787,0,22668,0,19,0,0,13809,7893,0,0,0,Education
High School Dropouts,2025,P90,10623,3127,17715,1896,226,4781,0,1862,700,0,40040,31038,1039,61280,18938,11535,45220,1857,36717,65,429,1385,0,18251,15057,19047,0,239,Education
High School Dropouts,2025,P95,21064,6867,28416,3762,377,7606,5120,1862,700,0,54397,39397,1730,78020,21765,24049,62070,3461,47756,1258,1023,4315,0,20988,19436,36988,4596,832,Education
High School Dropouts,2025,P99,63085,18130,59176,9873,771,15646,12463,1862,700,0,101698,60988,3536,106314,25958,47447,113707,5949,77489,8005,5161,13891,9977,25332,26486,91236,9026,2701,Education
High School Dropouts,2035,P10,-60.03,0,0,0,0,0,0,2346.06,0,0,971.49,-1237.07,0,0,0,0,4150.99,0,1566.05,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2035,P25,116.4,0,0,0,0,0,0,2346.1,0,0,7813.3,6388.2,0,0,0,0,10811.3,0,9376.9,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2035,P5,-86.35,0,0,0,0,0,0,0,0,0,-2444.06,-3227.49,0,0,0,0,504.41,0,0,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2035,P50,1034.5999999999999,0,0,0,0,657.1,0,2346.1,881.4,0,13978.2,10855.8,0,0,9258,0,17205.7,0,13849.5,0,0,0,0,10296.6,0,0,0,0,Education
High School Dropouts,2035,P75,3928,0,3964,0,1,2339,0,2346,881,0,25282,19730,6,16420,13571,0,29325,0,23302,0,30,72,0,13648,8262,0,0,0,Education
High School Dropouts,2035,P90,11558,1479,23049,2562,289,5444,0,2346,881,0,43362,33998,1337,68991,18895,14258,50305,3287,40508,154,556,1604,0,18203,15955,22147,0,419,Education
High School Dropouts,2035,P95,22968,3722,39262,4972,520,8746,4955,2346,881,0,63623,46116,2401,87838,22074,28337,74972,4942,57357,1620,1364,4796,0,21334,20499,50299,2267,1134,Education
High School Dropouts,2035,P99,72389,13998,83324,18288,1196,22263,14865,2346,881,239,128748,82562,5528,119693,30908,77220,156533,7243,112818,15258,6954,19681,10740,28839,29274,112805,8567,4258,Education
High School Dropouts,2045,P10,-60.31,0,0,0,0,0,0,2977.43,0,0,-512.30999999999995,-2977.43,0,0,0,0,3198.89,0,528.74,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2045,P25,159.4,0,0,0,0,0,0,2977.4,0,0,7519.5,5992.2,0,0,0,0,11431.1,0,9725.9,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2045,P5,-88.99,0,0,0,0,0,0,0,0,0,-3196.04,-4096.0600000000004,0,0,0,0,323.74,0,0,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2045,P50,1321.4,0,0,0,0,645,0,2977.4,1118.5999999999999,0,13947.5,10867.3,0,0,9601.7999999999993,0,17837.7,0,14749.7,0,0,0,0,11208.1,0,0,0,0,Education
High School Dropouts,2045,P75,4769,0,1258,0,0,2541,0,2977,1119,0,25897,20071,0,17332,14397,0,30860,735,24621,0,27,450,0,14683,8339,0,0,0,Education
High School Dropouts,2045,P90,13567,558,24006,2996,293,5863,0,2977,1119,0,45538,36082,1352,77104,19783,13118,53700,4390,43774,136,614,3172,0,19442,16618,20382,0,365,Education
High School Dropouts,2045,P95,25869,1959,39659,5863,549,9284,5721,2977,1119,0,65677,49521,2536,117675,24134,28109,78910,6203,62841,1983,1850,7928,0,23089,21323,48947,463,1099,Education
High School Dropouts,2045,P99,85313,10996,85847,20121,1191,21432,15715,4168,1535,557,129880,86682,5505,133768,32979,74199,161683,8459,116852,12095,7693,28666,12813,32094,30605,127935,8320,3958,Education
High School Dropouts,2055,P10,-59.71,0,0,0,0,0,0,3717.23,0,0,-1095.24,-3717.23,0,0,0,0,3473.77,0,412.88,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2055,P25,226.9,0,0,0,0,0,0,3717.2,0,0,7511.8,5528.7,0,0,0,0,12374.6,0,10515.6,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2055,P5,-85.96,0,0,0,0,0,0,0,0,0,-3934.3,-5103.68,0,0,0,0,377.07,0,0,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2055,P50,1728.3,0,0,0,0,680.1,0,3717.2,1396.5,0,15126.5,11582.2,0,0,10301.1,0,20068.599999999999,0,16332.3,0,0,0,0,12245.1,0,0,0,0,Education
High School Dropouts,2055,P75,6169,0,2056,0,0,2900,0,3717,1397,0,29294,22423,0,20435,15849,0,35494,803,28386,0,30,906,0,16106,8764,0,0,0,Education
High School Dropouts,2055,P90,17372,29,25512,3866,330,6521,0,3717,1397,0,52602,40674,1525,85859,22112,14837,63847,5145,51618,259,745,5097,0,21532,18065,25390,0,433,Education
High School Dropouts,2055,P95,31883,1029,44782,8248,602,10365,7703,3717,1397,152,73406,58573,2782,131036,27125,32075,88750,7193,75748,2431,2078,11663,0,25715,23296,56578,0,1278,Education
High School Dropouts,2055,P99,105256,9873,93832,24463,1354,24477,19376,7434,1917,1158,154781,105519,6258,148956,35367,85314,192713,9592,141331,14683,10263,45630,20159,35054,34165,137820,8080,4401,Education
High School Dropouts,2065,P10,-62.05,0,0,0,0,0,0,4517.92,0,0,-2097.48,-4517.92,0,0,0,0,3827.13,0,617.65,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2065,P25,254.6,0,0,0,0,0,0,4517.8999999999996,0,0,7789.5,5869.1,0,0,0,0,13754.3,0,11822.7,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2065,P5,-87.39,0,0,0,0,0,0,0,0,0,-4991.7,-6215.23,0,0,0,0,548.11,0,0,0,0,0,0,0,0,0,0,0,Education
High School Dropouts,2065,P50,1915.1,0,0,0,0,681.3,0,4517.8999999999996,1697.3,0,16143.3,12592.7,0,0,10882.8,0,22199.5,0,18481.5,0,0,0,0,13176,0,0,0,0,Education
High School Dropouts,2065,P75,7269,0,3392,337,0,3122,0,4518,1697,0,32159,25052,0,22723,17252,0,39505,575,32425,0,41,1332,0,17612,10268,0,0,0,Education
High School Dropouts,2065,P90,20189,0,28904,4508,358,7196,0,4518,1697,85,57310,44730,1656,95473,24117,16815,68870,5650,56067,272,840,7621,0,23415,20544,29355,0,505,Education
High School Dropouts,2065,P95,36802,781,49371,9531,677,11561,8822,4518,1697,348,80905,61749,3129,145709,29401,37995,100318,8121,80650,3147,2486,15248,242,28659,26594,65225,0,1380,Education
High School Dropouts,2065,P99,95778,10405,106535,29477,1528,28239,21499,9036,3328,1399,155727,105416,7059,165636,38777,92286,191550,10882,145906,20700,11325,45186,21710,37968,36753,165767,7847,4763,Education
High School Graduates,2025,P10,117.18,0,0,0,0,0,0,1862.3,0,0,9336.44,7810.52,0,0,0,0,11868.01,0,10325.51,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2025,P25,959.5,0,0,0,0,255.5,0,1862.3,0,0,16960.599999999999,12912.9,0,0,8387.2999999999993,0,19720.400000000001,0,15383.5,0,0,0,0,8400.2999999999993,0,0,0,0,Education
High School Graduates,2025,P5,-37.54,0,0,0,0,0,0,0,0,0,6157.74,4425.59,0,0,0,0,8739.8700000000008,0,7058.59,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2025,P50,3968.5,0,0,0,0,1775.2,0,1862.3,699.6,0,28978.9,21661.1,0,0,13390.6,0,32526.9,0,24768.799999999999,0,0,0,0,13423.7,0,0,0,0,Education
High School Graduates,2025,P75,11794,3591,11613,2289,145,4451,0,1862,700,0,46941,34752,665,0,19159,0,53169,0,40515,0,159,1695,0,18457,12188,0,0,208,Education
High School Graduates,2025,P90,30037,12014,31837,5672,443,8705,0,1862,700,0,72542,51193,2032,16142,23709,28774,83603,0,62000,1619,1343,6810,0,22532,21182,30583,0,1220,Education
High School Graduates,2025,P95,51914,19283,47756,9603,658,12483,8051,1862,700,0,95671,63584,3019,75937,25826,45467,111371,1314,79709,5091,3467,12431,1700,24793,24970,53923,0,2221,Education
High School Graduates,2025,P99,147037,39606,93939,22739,1358,24205,16713,3725,960,413,189164,97874,6226,78020,29856,97632,215791,4491,129125,23524,11193,30873,19403,29594,30139,124459,5422,5596,Education
High School Graduates,2015,P10,72.94,0,0,0,0,0,0,1500.08,0,0,9350.61,7333.93,0,0,0,0,11224.78,0,9206.7999999999993,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2015,P25,819.7,0,0,0,0,367.1,0,1500.1,0,0,17521.3,13045.1,0,0,7369,0,19611.099999999999,0,14979.1,0,0,0,0,7253,0,0,0,0,Education
High School Graduates,2015,P5,-40.32,0,0,0,0,0,0,0,0,0,5865.63,4137.91,0,0,0,0,7800.19,0,6088.57,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2015,P50,3742.6,0,0,0,0,2019.7,0,1500.1,513.6,0,29034.1,21247.1,0,0,12615.4,0,31816,0,23499.8,0,0,0,0,12913.6,0,0,0,0,Education
High School Graduates,2015,P75,11736,6643,7948,1544,92,4416,0,1500,514,0,45967,32956,392,0,18205,0,51113,0,37443,0,178,1029,0,17227,11802,0,0,185,Education
High School Graduates,2015,P90,30085,16027,27780,4827,372,7893,0,1500,514,0,69934,47500,1589,13742,22265,23137,79283,0,56875,1482,1296,4981,0,20502,20016,23636,0,1134,Education
High School Graduates,2015,P95,50627,23701,41218,8278,562,10951,6681,1500,514,0,93213,58496,2402,64648,24297,39958,105112,0,71161,4264,3128,8646,1755,22806,23331,46380,0,2090,Education
High School Graduates,2015,P99,161363,40181,80999,19446,1156,20721,14459,3000,705,0,191789,86885,4311,66422,27620,88473,214215,0,115394,17728,9713,21988,20399,27230,27871,107102,7325,5067,Education
High School Graduates,2035,P10,159.72,0,0,0,0,0,0,2346.06,0,0,9487.7199999999993,7590.42,0,0,0,0,12624.98,0,10690.43,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2035,P25,1121.0999999999999,0,0,0,0,104.7,0,2346.1,0,0,15994.4,12017.4,0,0,8932.4,0,19264.8,0,15117.4,0,0,0,0,9667.5,0,0,0,0,Education
High School Graduates,2035,P5,-29.9,0,0,0,0,0,0,0,0,0,5812.59,4139.49,0,0,0,0,9004.99,0,7239.08,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2035,P50,4310.5,0,0,0,0,1810,0,2346.1,881.4,0,27653.7,20537.5,0,0,13932.9,0,31737.1,0,24147.200000000001,0,0,10.5,0,13908.2,0,0,0,0,Education
High School Graduates,2035,P75,13124,1537,9169,2281,108,4593,0,2346,881,0,46989,34158,499,0,19639,0,54063,0,40742,0,209,2667,0,18922,12492,0,0,132,Education
High School Graduates,2035,P90,33287,7414,33097,6450,454,9414,0,2346,881,0,76493,52868,2097,18173,24173,27914,88434,901,65097,1704,1569,9261,0,23333,21082,28680,0,1192,Education
High School Graduates,2035,P95,56837,14071,51423,11321,714,14341,7785,2346,881,0,102746,68955,3297,68991,26602,47718,120163,2590,86855,5564,3976,16116,2006,25811,24989,55999,0,2225,Education
High School Graduates,2035,P99,154722,36641,103992,30563,1476,28177,18590,4692,1728,1032,206718,110089,6820,87838,32189,106087,234165,5720,150164,25547,13463,37645,23500,32201,30905,132364,3884,6260,Education
High School Graduates,2045,P10,205.17,0,0,0,0,0,0,2977.43,0,0,9287.2800000000007,7201.61,0,0,0,0,13325.85,0,11193.55,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2045,P25,1379.2,0,0,0,0,0,0,2977.4,0,0,15556.1,11606.2,0,0,8439.1,0,19699.3,0,15481.8,0,0,0,0,9844.4,0,0,0,0,Education
High School Graduates,2045,P5,-30.21,0,0,0,0,0,0,0,0,0,4749.96,2570.1,0,0,0,0,8918.32,0,6523.45,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2045,P50,4981.7,0,0,0,0,1824.1,0,2977.4,1118.5999999999999,0,27916.6,20605.5,0,0,14439.5,0,32871.699999999997,0,24930.5,0,0,111,0,14587.3,0,0,0,0,Education
High School Graduates,2045,P75,14784,436,10280,2599,122,4866,0,2977,1119,0,50086,36273,565,0,20121,0,58378,0,44145,0,203,3359,0,19550,12204,0,0,137,Education
High School Graduates,2045,P90,38419,3993,39591,7962,549,10605,0,2977,1119,0,83821,57746,2536,21552,25809,32034,100019,1664,73203,1996,1773,11476,0,24936,21376,32303,0,1340,Education
High School Graduates,2045,P95,66173,9303,62966,14178,884,16538,9289,2977,1119,268,119483,76105,4086,77104,29531,57318,141913,3610,99712,6976,4729,20311,1701,28798,25648,68890,0,2570,Education
High School Graduates,2045,P99,189675,37180,130182,43797,1867,35792,20900,7741,2193,1668,263136,138164,8625,98167,37728,133057,313602,6856,202758,32680,16365,48222,25481,37979,32782,169888,1759,8293,Education
High School Graduates,2055,P10,239.13,0,0,0,0,0,0,3717.23,0,0,9247.2800000000007,6998.01,0,0,0,0,14294.7,0,12124.76,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2055,P25,1697.9,0,0,0,0,0,0,3717.2,0,0,16235,11971,0,0,8746.7000000000007,0,21333.3,0,16841.7,0,0,0,0,10427.799999999999,0,0,0,0,Education
High School Graduates,2055,P5,-32.46,0,0,0,0,0,0,0,0,0,3874.57,1741.22,0,0,0,0,9271.5300000000007,0,6712.73,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2055,P50,5861.5,0,0,0,0,1965.9,0,3717.2,1396.5,0,29938.7,21788.9,0,0,15528.2,0,36193.699999999997,0,27503.5,0,0,292.7,0,15714.4,0,0,0,0,Education
High School Graduates,2055,P75,16756,0,12841,3210,163,5343,0,3717,1397,0,54950,39540,753,0,21912,0,64747,0,49098,0,237,4581,0,21096,13246,0,0,158,Education
High School Graduates,2055,P90,42514,2265,44371,9795,615,11710,0,3717,1397,210,92682,64215,2843,23999,29060,36025,110728,2269,82570,2462,2089,13989,0,27500,22714,37466,0,1453,Education
High School Graduates,2055,P95,73266,7475,69680,16847,986,17965,11017,5204,1397,593,128825,84809,4557,85859,33573,63581,157713,4660,111469,7849,5303,23754,1844,32084,27794,76560,0,2822,Education
High School Graduates,2055,P99,213247,38539,139210,53014,2019,43518,23933,9665,3560,2572,285880,155920,9327,148956,42299,145679,340460,8269,231854,37826,19878,59127,31808,42368,36135,176052,0,8598,Education
High School Graduates,2065,P10,278.82,0,0,0,0,0,0,4517.92,0,0,9300.14,7233.8,0,0,0,0,15564.53,0,13271.07,0,0,0,0,0,0,0,0,0,Education
High School Graduates,2065,P25,1885.5,0,0,0,0,0,0,4517.8999999999996,0,0,17142.400000000001,12750.4,0,0,9992.5,0,23496,0,18734.099999999999,0,0,0,0,11548.4,0,0,0,0,Education
High School Graduates,2065,P5,-32.04,0,0,0,0,0,0,0,0,0,3224.81,436.51,0,0,0,0,9851.98,0,6702.63,0,0,0,0,0,0,0,0,0,Education
