subgroup,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita BMB,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax,group
High School Graduates,2065,P50,6714.8,0,0,0,0,2063.5,0,4517.8999999999996,1697.3,0,32044.400000000001,24167.1,0,0,17194.599999999999,0,39736.199999999997,0,31105.8,0,0,697.2,0,17352.3,0,0,0,0,Education
High School Graduates,2065,P75,18531,0,13688,3997,166,5934,0,4518,1697,12,58416,43764,768,0,24490,0,70952,0,55884,0,296,6869,0,23495,14602,0,0,214,Education
High School Graduates,2065,P90,45412,1883,46655,11750,650,13020,0,4518,1697,413,97094,70426,3001,26686,32166,38771,120674,2744,92109,2964,2462,18853,0,30755,25068,39331,0,1602,Education
High School Graduates,2065,P95,77934,8561,73149,20611,1044,20353,11636,6325,2330,955,134789,94259,4824,95473,37427,68361,169180,5237,129148,9578,6201,30438,2852,36209,30553,79378,0,3132,Education
High School Graduates,2065,P99,243558,40393,163910,63963,2364,50473,25215,11747,4327,3279,315961,173704,10923,165636,47544,161794,382075,9459,255674,45615,22690,73143,36760,47777,39005,198869,0,10423,Education
Hispanics,2015,P10,-53.96,0,0,0,0,0,0,1500.08,0,0,556.05999999999995,-934.25,0,0,0,0,2581.5700000000002,0,1076.4000000000001,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2015,P25,1.7,0,0,0,0,0,0,1500.1,0,0,6950.7,5935.4,0,0,0,0,8923.2000000000007,0,7889.7,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2015,P5,-68.75,0,0,-76.88,0,0,0,0,0,0,-2058.4699999999998,-2013.65,0,0,0,0,-48.69,0,0,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2015,P50,647.9,0,0,0,0,406.7,0,1500.1,513.6,0,14023.7,11285.6,0,0,6879.2,0,15990.1,0,13297.2,0,0,0,0,6634.2,0,0,0,0,Race/Ethnicity
Hispanics,2015,P75,3861,1311,7416,234,73,2359,0,1500,514,0,29624,23988,312,11727,12599,0,32850,0,26746,0,11,0,0,12215,5578,0,0,0,Race/Ethnicity
Hispanics,2015,P90,12266,8729,25023,3568,324,5692,1979,1500,514,0,52854,41482,1384,52170,18943,21108,61576,0,48545,230,414,1127,0,17653,13331,20936,1735,359,Race/Ethnicity
Hispanics,2015,P95,24593,15427,40670,6536,543,8513,7721,1500,514,0,72445,54080,2320,66422,21927,36121,84974,0,65816,1493,1246,3777,0,20660,18991,42707,5777,1167,Race/Ethnicity
Hispanics,2015,P99,69304,41108,82701,17142,1166,16899,15223,2100,705,0,126553,92529,4193,90510,26748,93750,153375,0,114287,10068,6370,10936,11863,25824,25808,109188,9848,4123,Race/Ethnicity
Hispanics,2025,P10,-58.24,0,0,0,0,0,0,1862.3,0,0,775.62,-727.72,0,0,0,0,2922.43,0,1275.44,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2025,P25,80.7,0,0,0,0,0,0,1862.3,0,0,8556,7118.8,0,0,0,0,10959.6,0,9666,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2025,P5,-79.430000000000007,0,0,0,0,0,0,0,0,0,-2275.7800000000002,-2561.89,0,0,0,0,-52.16,0,0,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2025,P50,1133.4000000000001,0,0,0,0,617.9,0,1862.3,699.6,0,17023.3,13563.7,0,0,8882.9,0,19722.7,0,16041.2,0,0,0,0,8844.7999999999993,0,0,0,0,Race/Ethnicity
Hispanics,2025,P75,5241,590,11381,785,113,2554,0,1862,700,0,33841,26037,520,0,13610,4423,38259,0,30695,0,36,0,0,13279,7516,0,0,0,Race/Ethnicity
Hispanics,2025,P90,16021,5706,30615,4272,402,5955,2278,1862,700,0,56888,44935,1843,61280,20114,27178,66742,1085,53616,293,664,2619,0,18940,15547,29109,0,551,Race/Ethnicity
Hispanics,2025,P95,30104,11859,46661,7698,620,9290,8588,1862,700,0,77554,55839,2842,78020,23814,43283,92464,2815,69970,2392,1646,6722,0,22420,20620,53060,1135,1349,Race/Ethnicity
Hispanics,2025,P99,84488,38428,91807,24471,1268,20309,18366,2607,960,437,141749,92796,5814,106314,29529,96377,165844,5304,129125,14731,7994,21132,10336,28261,28285,122015,8951,5285,Race/Ethnicity
Hispanics,2035,P10,-52.69,0,0,0,0,0,0,2346.06,0,0,1569.75,-779.82,0,0,0,0,4514.91,0,2213.62,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2035,P25,322.5,0,0,0,0,0,0,2346.1,0,0,9729,7800.9,0,0,0,0,12776.2,0,10840.1,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2035,P5,-80.260000000000005,0,0,0,0,0,0,0,0,0,-2420.77,-3210.79,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2035,P50,2028.3,0,0,0,0,994.8,0,2346.1,881.4,0,20197.7,15103.7,0,0,9810.1,0,23733.200000000001,0,18535.900000000001,0,0,0,0,10184.799999999999,0,0,0,0,Race/Ethnicity
Hispanics,2035,P75,7670,0,14755,1599,135,3212,0,2346,881,0,38742,29929,625,0,15224,5944,44790,0,36092,0,47,511,0,14895,9329,0,0,14,Race/Ethnicity
Hispanics,2035,P90,22044,3459,37865,5746,481,7834,0,2346,881,0,69182,50596,2222,32594,21693,33712,81188,1917,62180,698,771,4853,0,20419,17673,36375,0,817,Race/Ethnicity
Hispanics,2035,P95,40826,9028,59652,10984,788,12352,8491,2346,881,0,95183,66700,3642,87838,25528,56015,112689,3595,84914,4060,2075,10792,210,24021,22564,62334,0,1744,Race/Ethnicity
Hispanics,2035,P99,111841,31507,112219,29597,1622,27169,18739,4692,1728,791,186533,111363,7411,119693,32047,129066,221655,6349,150274,18546,9710,29581,18542,31162,29631,144490,7866,5694,Race/Ethnicity
Hispanics,2045,P10,-27.02,0,0,0,0,0,0,2977.43,0,0,1194.96,-2353.91,0,0,0,0,5032.4399999999996,0,1199.73,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2045,P25,608.29999999999995,0,0,0,0,0,0,2977.4,0,0,10645.3,8149.1,0,0,0,0,14561.8,0,12029.6,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2045,P5,-69.989999999999995,0,0,0,0,0,0,0,0,0,-3043.07,-4067.86,0,0,0,0,548.82000000000005,0,0,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2045,P50,3249.4,0,0,0,0,1268.5999999999999,0,2977.4,1118.5999999999999,0,22390.6,16673.5,0,0,10945.5,0,26772.400000000001,0,20894.8,0,0,0,0,11637.1,0,0,0,0,Race/Ethnicity
Hispanics,2045,P75,10882,0,15536,2309,130,3986,0,2977,1119,0,45203,33907,599,0,17383,6612,53185,0,40871,0,81,1800,0,16871,9805,0,0,57,Race/Ethnicity
Hispanics,2045,P90,30636,2018,42954,7833,568,9507,0,2977,1119,0,78847,57326,2626,36427,24362,38304,94647,2308,72916,1113,1196,8738,0,23044,19284,36285,0,1027,Race/Ethnicity
Hispanics,2045,P95,53384,6292,66927,14118,885,14936,9589,2977,1119,228,108932,76715,4091,95546,28517,63466,132646,4401,98671,5056,3019,16901,1119,27056,24355,72864,0,2142,Race/Ethnicity
Hispanics,2045,P99,146457,32273,127381,39891,1782,35736,20780,7741,2193,1612,208050,134588,8233,133768,36886,138146,249835,7356,188427,29641,12627,45052,19821,36160,31792,163618,6523,6932,Race/Ethnicity
Hispanics,2055,P10,13.96,0,0,0,0,0,0,3717.23,0,0,1045.71,-2716.33,0,0,0,0,6017.06,0,1777.94,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2055,P25,1020.8,0,0,0,0,0,0,3717.2,0,0,12345.8,9210,0,0,0,0,17130.5,0,14075.6,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2055,P5,-66.47,0,0,0,0,0,0,0,0,0,-3532.08,-5031.95,0,0,0,0,1215.94,0,0,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2055,P50,4802.3999999999996,0,0,0,0,1649.7,0,3717.2,1396.5,0,26023.599999999999,19146.3,0,0,12492.9,0,31950.6,0,24717.1,0,0,118.5,0,13185.1,0,0,0,0,Race/Ethnicity
Hispanics,2055,P75,15266,0,17336,3097,184,5088,0,3717,1397,0,52893,38198,848,0,19692,7412,63137,0,47357,0,135,3865,0,18960,11528,0,0,95,Race/Ethnicity
Hispanics,2055,P90,40644,1363,48919,10632,655,11924,0,3717,1397,207,92716,66244,3028,40563,27532,43532,113338,1900,85470,1835,1463,13968,0,25914,22070,41904,0,1249,Race/Ethnicity
Hispanics,2055,P95,68747,6038,76666,19148,1052,18575,10987,5204,1397,582,127463,89044,4860,106394,31832,73930,157054,4370,118657,6371,3797,24119,1397,30545,26947,79728,0,2722,Race/Ethnicity
Hispanics,2055,P99,183152,37105,146455,54798,2083,50892,23736,9665,3560,2083,271559,155287,9624,148956,41657,155931,323804,8024,223712,35318,15368,62434,27555,41209,35537,191849,5387,9227,Race/Ethnicity
Hispanics,2065,P10,85.38,0,0,0,0,0,0,4517.92,0,0,2119.4,-1409.54,0,0,0,0,8087.62,0,4223,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2065,P25,1387.6,0,0,0,0,0,0,4517.8999999999996,0,0,13999,10545.4,0,0,0,0,20136.599999999999,0,16633.7,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2065,P5,-63.67,0,0,0,0,0,0,0,0,0,-3690.18,-5842.19,0,0,0,0,2174.38,0,29.58,0,0,0,0,0,0,0,0,0,Race/Ethnicity
Hispanics,2065,P50,6137.6,0,0,0,0,2026.1,0,4517.8999999999996,1697.3,0,30733.1,22654.2,0,0,14584,0,38543.699999999997,0,29777.1,0,0,262.39999999999998,0,15132.7,0,0,0,0,Race/Ethnicity
Hispanics,2065,P75,18656,0,20646,4410,218,6117,0,4518,1697,27,61269,45708,1009,0,23052,9544,74813,0,58338,0,206,6097,0,22087,13486,0,0,198,Race/Ethnicity
Hispanics,2065,P90,48674,1249,56065,13601,743,13971,0,4518,1697,433,106805,75596,3434,45105,31703,52302,132404,1670,100646,2458,2098,18845,0,30065,25030,46668,0,1630,Race/Ethnicity
Hispanics,2065,P95,81235,7398,84793,23975,1185,22935,12142,9036,2330,900,145544,100481,5477,118308,37059,86234,182108,4491,136665,8859,5392,31769,2228,35028,30572,85160,0,3154,Race/Ethnicity
Hispanics,2065,P99,233850,38453,165751,66564,2394,61261,27210,14457,4327,3528,306577,174413,11061,165636,47191,186947,389473,9104,258444,45231,22483,78243,31841,47576,38943,193030,1433,10701,Race/Ethnicity
Males,2025,P10,215.15,0,0,0,0,0,0,1862.3,0,0,9936.98,8059.83,0,0,0,0,12482.25,0,10580.2,0,0,0,0,0,0,0,0,0,Sex
Males,2025,P25,1539.5,0,0,0,0,413.3,0,1862.3,0,0,19567,14899,0,0,7656.8,0,22554.1,0,17603.3,0,0,0,0,6707.3,0,0,0,0,Sex
Males,2025,P5,-20.96,0,0,0,0,0,0,0,0,0,6394.73,4380.8500000000004,0,0,0,0,8943.2800000000007,0,6995.57,0,0,0,0,0,0,0,0,0,Sex
Males,2025,P50,6484.4,0,0,453,0,2057.6,0,1862.3,699.6,0,36849.800000000003,26910.6,0,0,15993.7,0,41911.599999999999,0,31205.3,0,0,0,0,13149.8,0,0,0,0,Sex
Males,2025,P75,21172,5341,20216,4056,265,5243,0,1862,700,0,65342,44149,1213,0,23089,16538,75271,0,52448,91,322,2784,0,19254,11643,1963,0,635,Sex
Males,2025,P90,58516,16863,44090,9884,614,10720,3567,1862,700,0,109259,65904,2814,14585,27781,46830,127207,0,82386,3807,2295,10029,0,24163,17948,41777,0,2092,Sex
Males,2025,P95,103563,28004,63451,15982,888,15844,9653,2607,700,15,157987,83373,4073,21964,30257,73019,180591,268,106500,11101,4990,16746,3508,26636,22472,67064,0,3592,Sex
Males,2025,P99,333059,56244,114943,43801,1640,32004,19975,4842,1783,1476,387886,130474,6907,78020,34365,142668,410625,3443,185048,38494,17415,39488,27486,31715,28559,138208,3218,9396,Sex
Males,2015,P10,146.04,0,0,0,0,0,0,1500.08,0,0,10368.48,7964.42,0,0,0,0,12284.96,0,9950.42,0,0,0,0,0,0,0,0,0,Sex
Males,2015,P25,1367.3,0,0,0,0,532.9,0,1500.1,0,0,20327.599999999999,14924.7,0,0,5959.1,0,22640.1,0,17052.2,0,0,0,0,5545.4,0,0,0,0,Sex
Males,2015,P5,-23.47,0,0,0,0,0,0,0,0,0,6611.21,5027.93,0,0,0,0,8582.26,0,6957.43,0,0,0,0,0,0,0,0,0,Sex
Males,2015,P50,5998.2,420.1,0,299.3,0,2263.6999999999998,0,1500.1,513.6,0,37180.300000000003,26240.1,0,0,15744.7,0,41122.1,0,29764.3,0,0,0,0,12116,0,0,0,0,Sex
Males,2015,P75,19872,9324,20048,3780,255,5181,0,1500,514,0,63500,42398,1090,0,21922,16224,72488,0,50031,125,325,977,0,17395,10148,6594,0,665,Sex
Males,2015,P90,52988,21967,42698,9517,573,9692,3076,1500,514,0,105565,62428,2452,12417,25884,48573,122297,0,78478,3465,2209,5874,0,21779,14455,39352,0,2160,Sex
Males,2015,P95,94628,32504,61900,15279,840,13810,8618,2100,514,0,152555,79635,3590,15600,27995,74058,175749,0,101552,10019,4671,10447,2867,24421,18489,61254,0,3656,Sex
Males,2015,P99,292048,62326,115713,41368,1606,25663,17325,3900,1309,982,352379,124694,5287,66422,31572,157827,379339,0,171497,34185,16115,26577,22430,29098,24963,117018,4600,8989,Sex
Males,2035,P10,330.93,0,0,0,0,0,0,2346.06,0,0,10090.709999999999,7820.97,0,0,0,0,13150.65,0,10961.23,0,0,0,0,0,0,0,0,0,Sex
Males,2035,P25,1929.8,0,0,0,0,353.7,0,2346.1,0,0,18960.599999999999,13974.9,0,0,9286.7000000000007,0,22470.400000000001,0,17223.400000000001,0,0,0,0,8131,0,0,0,0,Sex
Males,2035,P5,1.1399999999999999,0,0,0,0,0,0,0,0,0,6184.22,4165.34,0,0,0,0,9355.3799999999992,0,7381.46,0,0,0,0,0,0,0,0,0,Sex
Males,2035,P50,7580.4,0,0,379,0,2142.9,0,2346.1,881.4,0,36484.800000000003,26342,0,0,16140.5,0,42042.8,0,31135,0,0,53,0,13798.1,0,0,0,0,Sex
Males,2035,P75,24744,2376,19616,4228,266,5576,0,2346,881,0,67731,45281,1228,0,22961,14456,78768,0,54755,96,400,4528,0,19892,11767,0,0,534,Sex
Males,2035,P90,66042,10926,47583,11080,666,11726,1145,2346,881,0,117674,69073,3079,16420,28089,49705,137496,0,87684,4699,2693,14432,0,25148,19568,42792,0,2030,Sex
Males,2035,P95,114051,20813,71239,18456,1008,18028,9966,3284,1210,365,169163,88299,4657,24728,31040,78938,197569,1690,117057,13012,5801,23422,3350,28208,23661,71935,0,3691,Sex
Males,2035,P99,345570,54842,137946,54619,1956,38900,21150,6100,2247,2213,390741,144065,8198,87838,36353,170145,447349,5011,213418,48039,20264,50298,29214,35710,29635,154017,1476,11109,Sex
Males,2045,P10,422.23,0,0,0,0,0,0,2977.43,0,0,9891.9699999999993,7380.21,0,0,0,0,13942.89,0,11374.06,0,0,0,0,0,0,0,0,0,Sex
Males,2045,P25,2323.5,0,0,0,0,0,0,2977.4,0,0,18613.599999999999,13629.7,0,0,9213.1,0,22925.5,0,17524.900000000001,0,0,0,0,8353,0,0,0,0,Sex
Males,2045,P5,4.12,0,0,0,0,0,0,0,0,0,5366.7,2706.19,0,0,0,0,9503.81,0,6651.66,0,0,0,0,0,0,0,0,0,Sex
Males,2045,P50,8532.6,0,0,336,0,2177.6,0,2977.4,1118.5999999999999,0,37281.9,26214.799999999999,0,0,16181.2,0,43780,0,32003.8,0,0,357.7,0,14529,0,0,0,0,Sex
Males,2045,P75,27472,688,21062,4636,284,5900,0,2977,1119,0,70437,47355,1312,0,23435,12369,83796,0,58525,60,424,6059,0,20631,11557,0,0,541,Sex
Males,2045,P90,73442,5857,53508,13188,761,12867,2882,2977,1119,229,127776,74664,3518,18351,29293,53719,151156,626,97715,5084,3124,18381,0,26545,20246,47335,0,2271,Sex
Males,2045,P95,125935,15392,80872,22378,1161,20327,11656,5955,1535,734,186122,97533,5365,36427,32664,87529,221373,2782,133676,14433,6666,30929,4348,30429,24493,80754,0,4127,Sex
Males,2045,P99,375011,58823,153370,67030,2210,48469,23709,9528,3509,3100,429362,168116,9286,98167,40309,201535,502385,6279,244766,55001,23865,69590,34092,39777,30895,172249,60,12296,Sex
Males,2055,P10,532.61,0,0,0,0,0,0,3717.23,0,0,10424.92,7680.88,0,0,0,0,15365.41,0,12705.96,0,0,0,0,0,0,0,0,0,Sex
Males,2055,P25,2819.9,0,0,0,0,0,0,3717.2,0,0,19695.3,14163.9,0,0,9523,0,25082.1,0,19200.3,0,0,0,0,8762.9,0,0,0,0,Sex
Males,2055,P5,20.170000000000002,0,0,0,0,0,0,0,0,0,5264.3,2144.69,0,0,0,0,10624.89,0,7436.68,0,0,0,0,0,0,0,0,0,Sex
Males,2055,P50,9933.5,0,0,625.5,0,2413.5,0,3717.2,1396.5,0,39876.1,28078.5,0,0,17104.099999999999,0,47925,0,34973.599999999999,0,0,591.20000000000005,0,15622.9,0,0,0,0,Sex
Males,2055,P75,29760,0,24453,5552,335,6420,0,3717,1397,20,75845,51239,1546,0,25011,16742,91799,0,65470,59,458,7645,0,22078,12529,0,0,595,Sex
Males,2055,P90,75321,3492,61455,15602,872,14018,3641,3717,1397,512,132934,81407,4029,20435,31940,61862,162517,998,109027,5409,3107,21654,0,28804,21836,53890,0,2506,Sex
Males,2055,P95,130409,12313,90974,26491,1299,21950,12815,7434,1917,1107,190202,106846,6002,30774,36338,99255,230643,3532,148279,15665,7180,35661,4417,33567,26495,92114,0,4403,Sex
Males,2055,P99,373266,56388,178938,76160,2534,54999,26133,11895,4381,3812,446580,193054,10465,109313,45960,230788,538602,7835,299639,60129,27688,79451,37910,45195,34443,193307,0,13677,Sex
Males,2065,P10,583.01,0,0,0,0,0,0,4517.92,0,0,10710.8,7882.06,0,0,0,0,16781.45,0,14019.95,0,0,0,0,0,0,0,0,0,Sex
Males,2065,P25,3228.6,0,0,0,0,0,0,4517.8999999999996,0,0,21264.799999999999,15512.5,0,0,10583.1,0,27834.1,0,21705.9,0,0,0,0,9922.9,0,0,0,0,Sex
Males,2065,P5,40.19,0,0,0,0,0,0,0,0,0,4993.3599999999997,1567.5,0,0,0,0,11570.77,0,7893.81,0,0,0,0,0,0,0,0,0,Sex
Males,2065,P50,11282.2,0,0,892.4,0,2649.9,0,4517.8999999999996,1697.3,0,42800.5,30777.5,0,0,18851.2,0,52121,0,39458.1,0,0,1178.7,0,17252.900000000001,0,0,0,0,Sex
Males,2065,P75,31654,0,26416,6945,358,7066,0,4518,1697,156,79904,55865,1655,0,27685,16701,98097,0,72181,66,553,10391,0,24491,13950,0,0,666,Sex
Males,2065,P90,77284,3087,67155,18965,953,15265,3254,6325,1697,737,136483,89579,4403,24548,35690,66545,171812,1150,122248,5896,3807,26155,0,31934,24081,60543,0,2729,Sex
Males,2065,P95,132755,12452,100346,32584,1422,24083,13890,9036,3328,1428,199069,118286,6569,34220,40650,109393,248295,4071,168088,16794,8367,42282,5042,37499,29380,104882,0,4999,Sex
Males,2065,P99,363309,57908,202574,85914,2859,60128,29041,14457,5325,4408,442197,204321,12180,121553,51647,252111,541570,8939,318990,66862,29498,95299,42214,50384,38209,212427,0,15009,Sex
Married Individuals,2015,P10,213.31,0,0,0,0,0,0,0,0,0,10697.22,8088.04,0,0,0,0,12641.78,0,10060.24,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2015,P25,1542.4,0,0,0,0,934.7,0,1500.1,0,0,20924.7,15316.9,0,0,3584.3,0,23175.9,0,17412.8,0,0,0,0,5578.2,0,0,0,0,Marital Status
Married Individuals,2015,P5,-6.83,0,0,0,0,0,0,0,0,0,6188.84,4899.37,0,0,0,0,8165.43,0,6818.34,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2015,P50,6057,1280.0999999999999,2511.6999999999998,540.79999999999995,0.5,2384.1999999999998,0,1500.1,513.6,0,36914.9,26358.9,2.2999999999999998,0,11599.6,0,41056.300000000003,0,30024.7,0,3,0,0,11728.7,9921.4,0,0,0,Marital Status
Married Individuals,2015,P75,19261,9470,21946,3951,284,5072,0,1500,514,0,61747,41369,1215,0,19010,14555,70960,0,49581,212,367,1115,0,16439,17246,20339,0,726,Marital Status
Married Individuals,2015,P90,48896,20631,44224,9429,593,8938,1888,1500,514,0,100403,60973,2537,12417,24370,46437,117038,0,77048,3356,2075,5590,164,19903,23686,52001,0,2218,Marital Status
Married Individuals,2015,P95,86589,29127,62080,15107,859,12188,7286,2100,514,0,141670,76941,3671,12417,26843,69443,161634,0,98579,9476,4277,9466,3855,22058,26270,76168,0,3629,Marital Status
Married Individuals,2015,P99,264908,54350,115828,39761,1621,22666,13145,3900,1007,1221,312108,115181,4832,24647,30634,141742,340842,0,159424,26067,13949,22428,22814,26230,30381,157368,3015,8948,Marital Status
Married Individuals,2025,P10,286.81,0,0,0,0,0,0,1862.3,0,0,10112.75,7905.84,0,0,0,0,12743.45,0,10451.69,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2025,P25,1709,0,0,0,0,863.8,0,1862.3,0,0,20520,15584.2,0,0,5503.9,0,23670.2,0,18409.099999999999,0,0,0,0,6673,0,0,0,0,Marital Status
Married Individuals,2025,P5,11.79,0,0,0,0,0,0,0,0,0,6361.44,4734.7,0,0,0,0,8842.64,0,7275.37,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2025,P50,6703.8,220,3934.6,929.7,16,2283.1999999999998,0,1862.3,699.6,0,37496.800000000003,27528.799999999999,73.400000000000006,0,12770.3,0,42866.400000000001,0,32136.3,0,1.9,0,0,12706.3,11444.6,0,0,0,Marital Status
Married Individuals,2025,P75,20646,5727,23247,4321,304,5152,0,1862,700,0,64295,44076,1395,0,20462,16766,74856,0,53145,166,365,3101,0,18352,19365,22876,0,723,Marital Status
Married Individuals,2025,P90,53115,16511,47089,10136,649,9922,1848,1862,700,0,103129,64523,2976,14585,26292,48009,121737,0,81760,3711,2171,9896,53,22449,25854,57076,0,2224,Marital Status
Married Individuals,2025,P95,91696,25968,66209,16255,929,14169,8061,2607,700,119,147388,81283,4261,21964,29126,73932,171057,0,105613,10140,4668,15807,4377,24606,28763,84874,0,3669,Marital Status
Married Individuals,2025,P99,303887,51092,115285,45325,1651,25954,14739,4842,1372,1597,365537,122248,6784,28951,33667,144747,393234,1850,175545,30708,15777,35125,26944,28739,33486,168331,1283,9478,Marital Status
Married Individuals,2035,P10,399.61,0,0,0,0,0,0,2346.06,0,0,9723.2099999999991,7338.59,0,0,0,0,12858,0,10453.73,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2035,P25,2045.6,0,0,0,0,924.8,0,2346.1,0,0,19182.7,14273.6,0,0,6661.7,0,22815.200000000001,0,17574.2,0,0,0,0,7782.4,0,0,0,0,Marital Status
Married Individuals,2035,P5,50.45,0,0,0,0,0,0,0,0,0,6070.84,4382.3500000000004,0,0,0,0,9260.01,0,7439.5,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2035,P50,7370.6,0,106.4,835.3,0,2377.1999999999998,0,2346.1,881.4,0,35968.699999999997,26117.9,0,0,13315.9,0,41839.199999999997,0,31282.5,0,3.3,215.1,0,13122.6,11874.9,0,0,0,Marital Status
Married Individuals,2035,P75,22754,2816,22287,4303,304,5326,0,2346,881,0,64001,43937,1404,0,20545,13566,74928,0,54014,172,458,4706,0,18447,19726,20129,0,623,Marital Status
Married Individuals,2035,P90,56399,10830,49240,10469,687,10469,0,2346,881,31,107902,65535,3176,16420,26196,50674,127312,0,83990,4320,2512,13565,15,22731,25865,59598,0,2039,Marital Status
Married Individuals,2035,P95,94789,19834,72526,17602,1025,15280,8140,3284,881,420,148262,82760,4736,24728,29155,79085,177630,181,110943,10917,5305,21244,4906,24891,28851,87977,0,3640,Marital Status
Married Individuals,2035,P99,291558,45040,130286,47084,1865,28352,15609,6100,1728,1881,346491,128574,7834,32594,33819,165384,394038,3104,184495,30502,17757,41709,28605,29035,33675,180741,257,9545,Marital Status
Married Individuals,2045,P10,540.78,0,0,0,0,0,0,2977.43,0,0,9444.11,6892.44,0,0,0,0,13365.9,0,10896.25,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2045,P25,2512,0,0,0,0,993.4,0,2977.4,0,0,18442.5,13523.8,0,0,6484,0,22842,0,17631.900000000001,0,0,0,0,7719.7,0,0,0,0,Marital Status
Married Individuals,2045,P5,96.12,0,0,0,0,0,0,0,0,0,5382.81,2935.08,0,0,0,0,9490.85,0,6990.19,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2045,P50,8268.1,0,0,907.7,0,2512.6999999999998,0,2977.4,1118.5999999999999,0,36421.4,25961.599999999999,0,0,13504.7,0,43301.9,0,32079.5,0,0,679.1,0,13181.1,11968.2,0,0,0,Marital Status
Married Individuals,2045,P75,25107,942,25642,4730,351,5662,0,2977,1119,0,66861,45932,1621,0,20752,14209,79816,0,57089,146,473,6348,0,18609,19991,21677,0,656,Marital Status
Married Individuals,2045,P90,61970,5974,57490,12747,815,11284,0,2977,1119,287,116023,71175,3764,18351,26758,57286,139362,0,93585,4336,2759,17263,79,23288,26293,67595,0,2321,Marital Status
Married Individuals,2045,P95,102454,14571,83676,21747,1187,16418,9400,4168,1535,749,162576,91062,5483,27636,29824,88931,200860,1133,127485,11575,5691,27857,5436,25749,29517,104866,0,4100,Marital Status
Married Individuals,2045,P99,296817,46800,154478,63225,2236,34657,17544,7741,2851,2705,355338,150426,8930,36427,35905,198077,422449,4003,230390,36733,18532,54974,29999,29897,35092,222253,0,12436,Marital Status
Married Individuals,2055,P10,689.13,0,0,0,0,0,0,3717.23,0,0,10058.18,7109,0,0,0,0,15033.9,0,12123.15,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2055,P25,3106.9,0,0,0,0,1090.7,0,3717.2,0,0,19808.3,14362.5,0,0,6394.2,0,25345.4,0,19634.099999999999,0,0,0,0,8037.6,0,0,0,0,Marital Status
Married Individuals,2055,P5,139.47,0,0,0,0,0,0,0,0,0,5396.18,2766.01,0,0,0,0,10636.31,0,7906.37,0,0,0,0,0,0,0,0,0,Marital Status
Married Individuals,2055,P50,9666.6,0,2259.5,1436,2.2999999999999998,2832.6,0,3717.2,1396.5,0,39393.199999999997,28372.6,10.6,0,14401.4,0,47906,0,36012.199999999997,0,3.3,1007.9,0,13944.8,12747.8,0,0,0,Marital Status
Married Individuals,2055,P75,27561,77,30333,5999,421,6316,0,3717,1397,83,72510,50518,1945,0,22191,19853,88954,0,65655,185,540,7844,0,19977,21239,27987,0,743,Marital Status
